name,month,pr_max,tas_max,day
Hunan,July,3.619183,278.23114,16
Hunan,July,3.619183,278.27985,15
Hunan,July,3.619183,274.2917,16
Hunan,July,3.619183,300.6844,16
Hunan,July,3.619183,297.48074,16
Hunan,July,3.619183,285.22534,16
Hunan,July,3.619183,293.6725,16
Hunan,July,3.619183,285.24518,16
Hunan,July,3.619183,290.72833,16
Hunan,July,3.619183,293.59656,16
Hunan,June,10.62516,287.5192,16
Hunan,June,10.62516,299.27258,16
Hunan,June,10.62516,278.23114,16
Hunan,June,10.62516,278.27985,15
Hunan,June,10.62516,274.2917,16
Hunan,June,10.62516,300.6844,16
Hunan,June,10.62516,297.48074,16
Hunan,June,10.62516,285.22534,16
Hunan,June,10.62516,293.6725,16
Hunan,June,10.62516,285.24518,16
Hunan,June,10.62516,290.72833,16
Hunan,June,10.62516,293.59656,16
Hunan,March,5.0592003,287.5192,16
Hunan,March,5.0592003,299.27258,16
Hunan,March,5.0592003,278.23114,16
Hunan,March,5.0592003,278.27985,15
Hunan,March,5.0592003,274.2917,16
Hunan,March,5.0592003,300.6844,16
Hunan,March,5.0592003,297.48074,16
Hunan,March,5.0592003,285.22534,16
Hunan,March,5.0592003,293.6725,16
Hunan,March,5.0592003,285.24518,16
Hunan,March,5.0592003,290.72833,16
Hunan,March,5.0592003,293.59656,16
Hunan,May,14.795588,287.5192,16
Hunan,May,14.795588,299.27258,16
Hunan,May,14.795588,278.23114,16
Hunan,May,14.795588,278.27985,15
Hunan,May,14.795588,274.2917,16
Hunan,May,14.795588,300.6844,16
Hunan,May,14.795588,297.48074,16
Hunan,May,14.795588,285.22534,16
Hunan,May,14.795588,293.6725,16
Hunan,May,14.795588,285.24518,16
Hunan,May,14.795588,290.72833,16
Hunan,May,14.795588,293.59656,16
Hunan,November,3.432719,287.5192,16
Hunan,November,3.432719,299.27258,16
Hunan,November,3.432719,278.23114,16
Hunan,November,3.432719,278.27985,15
Hunan,November,3.432719,274.2917,16
Hunan,November,3.432719,300.6844,16
Hunan,November,3.432719,297.48074,16
Hunan,November,3.432719,285.22534,16
Hunan,November,3.432719,293.6725,16
Hunan,November,3.432719,285.24518,16
Hunan,November,3.432719,290.72833,16
Hunan,November,3.432719,293.59656,16
Hunan,October,3.7512345,287.5192,16
Hunan,October,3.7512345,299.27258,16
Hunan,October,3.7512345,278.23114,16
Hunan,October,3.7512345,278.27985,15
Hunan,October,3.7512345,274.2917,16
Hunan,October,3.7512345,300.6844,16
Hunan,October,3.7512345,297.48074,16
Hunan,October,3.7512345,285.22534,16
Hunan,October,3.7512345,293.6725,16
Hunan,October,3.7512345,285.24518,16
Hunan,October,3.7512345,290.72833,16
Hunan,October,3.7512345,293.59656,16
Hunan,September,1.4860456,287.5192,16
Hunan,September,1.4860456,299.27258,16
Hunan,September,1.4860456,278.23114,16
Hunan,September,1.4860456,278.27985,15
Hunan,September,1.4860456,274.2917,16
Hunan,September,1.4860456,300.6844,16
Hunan,September,1.4860456,297.48074,16
Hunan,September,1.4860456,285.22534,16
Hunan,September,1.4860456,293.6725,16
Hunan,September,1.4860456,285.24518,16
Hunan,September,1.4860456,290.72833,16
Hunan,September,1.4860456,293.59656,16
Jiangsu,April,5.860438,285.48044,16
Jiangsu,April,5.860438,299.14883,16
Jiangsu,April,5.860438,278.02176,16
Jiangsu,April,5.860438,275.55856,15
Jiangsu,April,5.860438,272.6115,16
Jiangsu,April,5.860438,299.93222,16
Jiangsu,April,5.860438,297.80356,16
Jiangsu,April,5.860438,280.48,16
Jiangsu,April,5.860438,291.8321,16
Jiangsu,April,5.860438,286.0586,16
Jiangsu,April,5.860438,290.2926,16
Jiangsu,April,5.860438,293.3612,16
Jiangsu,August,7.4781613,285.48044,16
Jiangsu,August,7.4781613,299.14883,16
Jiangsu,August,7.4781613,278.02176,16
Jiangsu,August,7.4781613,275.55856,15
Jiangsu,August,7.4781613,272.6115,16
Jiangsu,August,7.4781613,299.93222,16
Jiangsu,August,7.4781613,297.80356,16
Jiangsu,August,7.4781613,280.48,16
Jiangsu,August,7.4781613,291.8321,16
Jiangsu,August,7.4781613,286.0586,16
Jiangsu,August,7.4781613,290.2926,16
Jiangsu,August,7.4781613,293.3612,16
Jiangsu,December,1.1816311,285.48044,16
Jiangsu,December,1.1816311,299.14883,16
Jiangsu,December,1.1816311,278.02176,16
Jiangsu,December,1.1816311,275.55856,15
Jiangsu,December,1.1816311,272.6115,16
Jiangsu,December,1.1816311,299.93222,16
Jiangsu,December,1.1816311,297.80356,16
Jiangsu,December,1.1816311,280.48,16
Jiangsu,December,1.1816311,291.8321,16
Jiangsu,December,1.1816311,286.0586,16
Jiangsu,December,1.1816311,290.2926,16
Jiangsu,December,1.1816311,293.3612,16
Jiangsu,February,3.9062247,285.48044,16
Jiangsu,February,3.9062247,299.14883,16
Jiangsu,February,3.9062247,278.02176,16
Jiangsu,February,3.9062247,275.55856,15
Jiangsu,February,3.9062247,272.6115,16
Jiangsu,February,3.9062247,299.93222,16
Jiangsu,February,3.9062247,297.80356,16
Jiangsu,February,3.9062247,280.48,16
Jiangsu,February,3.9062247,291.8321,16
Jiangsu,February,3.9062247,286.0586,16
Jiangsu,February,3.9062247,290.2926,16
Jiangsu,February,3.9062247,293.3612,16
Jiangsu,January,0.66863793,285.48044,16
Jiangsu,January,0.66863793,299.14883,16
Jiangsu,January,0.66863793,278.02176,16
Jiangsu,January,0.66863793,275.55856,15
Jiangsu,January,0.66863793,272.6115,16
Jiangsu,January,0.66863793,299.93222,16
Jiangsu,January,0.66863793,297.80356,16
Jiangsu,January,0.66863793,280.48,16
Jiangsu,January,0.66863793,291.8321,16
Jiangsu,January,0.66863793,286.0586,16
Jiangsu,January,0.66863793,290.2926,16
Jiangsu,January,0.66863793,293.3612,16
Jiangsu,July,5.8439436,285.48044,16
Jiangsu,July,5.8439436,299.14883,16
Jiangsu,July,5.8439436,278.02176,16
Jiangsu,July,5.8439436,275.55856,15
Jiangsu,July,5.8439436,272.6115,16
Jiangsu,July,5.8439436,299.93222,16
Jiangsu,July,5.8439436,297.80356,16
Jiangsu,July,5.8439436,280.48,16
Jiangsu,July,5.8439436,291.8321,16
Jiangsu,July,5.8439436,286.0586,16
Jiangsu,July,5.8439436,290.2926,16
Jiangsu,July,5.8439436,293.3612,16
Jiangsu,June,4.2385354,285.48044,16
Jiangsu,June,4.2385354,299.14883,16
Jiangsu,June,4.2385354,278.02176,16
Jiangsu,June,4.2385354,275.55856,15
Jiangsu,June,4.2385354,272.6115,16
Jiangsu,June,4.2385354,299.93222,16
Jiangsu,June,4.2385354,297.80356,16
Jiangsu,June,4.2385354,280.48,16
Jiangsu,June,4.2385354,291.8321,16
Jiangsu,June,4.2385354,286.0586,16
Jiangsu,June,4.2385354,290.2926,16
Jiangsu,June,4.2385354,293.3612,16
Jiangsu,March,5.253693,285.48044,16
Jiangsu,March,5.253693,299.14883,16
Jiangsu,March,5.253693,278.02176,16
Jiangsu,March,5.253693,275.55856,15
Jiangsu,March,5.253693,272.6115,16
Jiangsu,March,5.253693,299.93222,16
Jiangsu,March,5.253693,297.80356,16
Jiangsu,March,5.253693,280.48,16
Jiangsu,March,5.253693,291.8321,16
Jiangsu,March,5.253693,286.0586,16
Jiangsu,March,5.253693,290.2926,16
Jiangsu,March,5.253693,293.3612,16
Jiangsu,May,7.960109,285.48044,16
Jiangsu,May,7.960109,299.14883,16
Jiangsu,May,7.960109,278.02176,16
Jiangsu,May,7.960109,275.55856,15
Jiangsu,May,7.960109,272.6115,16
Jiangsu,May,7.960109,299.93222,16
Jiangsu,May,7.960109,297.80356,16
Jiangsu,May,7.960109,280.48,16
Jiangsu,May,7.960109,291.8321,16
Jiangsu,May,7.960109,286.0586,16
Jiangsu,May,7.960109,290.2926,16
Jiangsu,May,7.960109,293.3612,16
Jiangsu,November,4.4686823,285.48044,16
Jiangsu,November,4.4686823,299.14883,16
Jiangsu,November,4.4686823,278.02176,16
Jiangsu,November,4.4686823,275.55856,15
Jiangsu,November,4.4686823,272.6115,16
Jiangsu,November,4.4686823,299.93222,16
Jiangsu,November,4.4686823,297.80356,16
Jiangsu,November,4.4686823,280.48,16
Jiangsu,November,4.4686823,291.8321,16
Jiangsu,November,4.4686823,286.0586,16
Jiangsu,November,4.4686823,290.2926,16
Jiangsu,November,4.4686823,293.3612,16
Jiangsu,October,2.7719316,285.48044,16
Jiangsu,October,2.7719316,299.14883,16
Jiangsu,October,2.7719316,278.02176,16
Jiangsu,October,2.7719316,275.55856,15
Jiangsu,October,2.7719316,272.6115,16
Jiangsu,October,2.7719316,299.93222,16
Jiangsu,October,2.7719316,297.80356,16
Jiangsu,October,2.7719316,280.48,16
Jiangsu,October,2.7719316,291.8321,16
Jiangsu,October,2.7719316,286.0586,16
Jiangsu,October,2.7719316,290.2926,16
Jiangsu,October,2.7719316,293.3612,16
Jiangsu,September,1.6935483,285.48044,16
Jiangsu,September,1.6935483,299.14883,16
Jiangsu,September,1.6935483,278.02176,16
Jiangsu,September,1.6935483,275.55856,15
Jiangsu,September,1.6935483,272.6115,16
Jiangsu,September,1.6935483,299.93222,16
Jiangsu,September,1.6935483,297.80356,16
Jiangsu,September,1.6935483,280.48,16
Jiangsu,September,1.6935483,291.8321,16
Jiangsu,September,1.6935483,286.0586,16
Jiangsu,September,1.6935483,290.2926,16
Jiangsu,September,1.6935483,293.3612,16
Jiangxi,,,288.4512,16
Jiangxi,,,299.8336,16
Jiangxi,,,279.70242,16
Jiangxi,,,280.07382,15
Jiangxi,,,274.8546,16
Jiangxi,,,300.52795,16
Jiangxi,,,296.88376,16
Jiangxi,,,286.06204,16
Jiangxi,,,294.35825,16
Jiangxi,,,286.96622,16
Jiangxi,,,291.53732,16
Jiangxi,,,294.31937,16
Sichuan,,,288.56247,16
Sichuan,,,300.39874,16
Sichuan,,,277.54825,16
Sichuan,,,278.57266,15
Sichuan,,,276.6575,16
Sichuan,,,302.49362,16
Sichuan,,,298.53638,16
Sichuan,,,283.87207,16
Sichuan,,,293.14386,16
Sichuan,,,284.96878,16
Sichuan,,,290.49203,16
Sichuan,,,294.4914,16
Zhejiang,,,285.7953,16
Zhejiang,,,299.12045,16
Zhejiang,,,281.92957,16
Zhejiang,,,279.57953,15
Zhejiang,,,276.04504,16
Zhejiang,,,298.52396,16
Zhejiang,,,295.2334,16
Zhejiang,,,283.11282,16
Zhejiang,,,290.4735,16
Zhejiang,,,289.3929,16
Zhejiang,,,292.27188,16
Zhejiang,,,294.66635,16
